   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
1530,000071176,,,,,,,,,,,,,,,,,10/24/2013,1979,27,429790,M
1531,000071160,,,,,,,,,,,,,,,,,10/24/2013,1962,28,3304,M
1532,000074473,,,,,,,,,,,,,,,,,2/18/2014,1976,66,8779,M
1533,000071124,,,,,,,,,,,,,,,,,10/23/2013,1986,28,7866,M
1534,000071265,,,,,,,,,,,,,,,,,10/24/2013,1966,27,1616,M
1535,000074935,,,,,,,,,,,,,,,,,2/25/2014,1984,55,1194,F
1536,000071075,,,,,,,,,,,,,,,,,10/23/2013,1981,28,7475,M
1537,000070907,,,,,,,,,,,,,,,,,10/23/2013,1987,29,61942,M
1538,000074635,,,,,,,,,,,,,,,,,2/19/2014,1975,43,7304,M
1539,000074610,,,,,,,,,,,,,,,,,2/21/2014,1975,63,5862,M
1540,000074017,2,3,5667083,5667083,2,3,176093315,176200000,,,,,,,,,1/17/2014,1976,0,107235,M
1541,000070971,,,,,,,,,,,,,,,,,10/23/2013,1965,28,152814,M
1542,000071199,,,,,,,,,,,,,,,,,10/24/2013,1990,27,6043,M
1543,000070809,1,2,6711000,6700000,,,,,,,,,,,,,10/17/2013,1969,7,92689,M
1544,000074922,,,,,,,,,,,,,,,,,2/25/2014,1973,59,3629,M
1545,000076076,,,,,,,,,,,,,,,,,4/2/2014,1989,51,4335,M
1546,000071044,,,,,,,,,,,,,,,,,10/23/2013,1992,28,7693,F
1547,000074369,,,,,,,,,,,,,,,,,2/18/2014,1969,66,6991,M
1548,000070916,,,,,,,,,,,,,,,,,10/23/2013,1986,28,1331,F
1549,000073152,,,,,,,,,,,,,,,,,12/17/2013,1984,27,8053,M
1550,000071041,,,,,,,,,,,,,,,,,10/23/2013,1963,28,5768,M
1551,000070896,,,,,,,,,,,,,,,,,10/22/2013,1975,29,4873,M
1552,000071037,,,,,,,,,,,,,,,,,10/23/2013,1988,29,8122,M
1553,000071033,,,,,,,,,,,,,,,,,10/24/2013,1989,27,1241,M
1554,000071048,,,,,,,,,,,,,,,,,10/24/2013,1989,27,6,F
1555,000071419,,,,,,,,,,,,,,,,,10/28/2013,1971,24,172987,F
1556,000071416,,,,,,,,,,,,,,,,,10/28/2013,1965,23,2883,M
1557,000071121,,,,,,,,,,,,,,,,,10/23/2013,1957,35,3,M
1558,000071343,,,,,,,,,,,,,,,,,10/28/2013,1986,23,2863,M
1559,000070961,,,,,,,,,,,,,,,,,10/23/2013,1966,28,5663,M
1560,000071331,,,,,,,,,,,,,,,,,10/25/2013,1972,26,5659,M
1561,000072241,,,,,,,,,,,,,,,,,11/22/2013,1990,0,934,F
1562,000071213,,,,,,,,,,,,,,,,,10/31/2013,1980,20,1975,M
1563,000071244,,,,,,,,,,,,,,,,,10/24/2013,1988,27,1990,M
1564,000071102,,,,,,,,,,,,,,,,,10/23/2013,1956,28,140131,M
1565,000071472,,,,,,,,,,,,,,,,,10/29/2013,1960,43,2535,M
1566,000071288,,,,,,,,,,,,,,,,,10/24/2013,1979,27,7123,M
1567,000073222,0,1,0,50000,0,1,0,50000,,,,,,,,,1/10/2014,1985,364,2242,F
1568,000071306,,,,,,,,,,,,,,,,,10/24/2013,1988,28,5557,M
1569,000071193,,,,,,,,,,,,,,,,,10/24/2013,1975,28,44656,M
1570,000071186,,,,,,,,,,,,,,,,,10/24/2013,1960,27,2844,M
1571,000071256,,,,,,,,,,,,,,,,,10/24/2013,1967,27,2326,M
1572,000070954,4,7,9500000,9284830,4,6,9300000,6000000,0,2,0,6000000,4,6,9900000,5000000,10/31/2013,1981,21,1096626,M
1573,000076641,,,,,,,,,,,,,,,,,4/15/2014,1974,34,6933,M
1574,000071020,,,,,,,,,,,,,,,,,10/23/2013,1972,28,3302,M
1575,000076829,,,,,,,,,,,,,,,,,4/23/2014,1980,0,419258,F
1576,000074851,,,,,,,,,,,,,,,,,2/24/2014,1989,60,3965,M
1577,000074636,,,,,,,,,,,,,,,,,2/19/2014,1979,43,2495,M
1578,000076878,,,,,,,,,,,,,,,,,4/23/2014,1988,26,2053,M
1579,000074603,,,,,,,,,,,,,,,,,2/20/2014,1969,64,6432,M
1580,000076971,,,,,,,,,,,,,,,,,5/6/2014,1975,35,150852,F
1581,000071146,,,,,,,,,,,,,,,,,10/23/2013,1975,29,129128,M
1582,000074892,,,,,,,,,,,,,,,,,2/24/2014,1974,60,2736,M
1583,000074464,,,,,,,,,,,,,,,,,2/18/2014,1966,66,7460,M
1584,000074941,,,,,,,,,,,,,,,,,2/24/2014,1964,60,6799,M
1585,000071250,,,,,,,,,,,,,,,,,10/24/2013,1961,28,3107,M
1586,000071179,,,,,,,,,,,,,,,,,10/24/2013,1988,27,2602,M
1587,000071026,,,,,,,,,,,,,,,,,10/24/2013,1968,27,7015,M
1588,000074433,,,,,,,,,,,,,,,,,2/20/2014,1966,64,63798,M
1589,000074819,,,,,,,,,,,,,,,,,2/24/2014,1983,60,5555,M
1590,000074366,,,,,,,,,,,,,,,,,2/19/2014,1959,65,4296,M
1591,000074756,,,,,,,,,,,,,,,,,2/21/2014,1963,63,5128,M
1592,000074618,,,,,,,,,,,,,,,,,2/21/2014,1974,63,56452,M
1593,000074590,,,,,,,,,,,,,,,,,2/20/2014,1971,64,5179,M
1594,000074823,,,,,,,,,,,,,,,,,2/24/2014,1982,60,4473,M
1595,000077463,,,,,,,,,,,,,,,,,5/21/2014,1979,20,6858,M
1596,000074774,,,,,,,,,,,,,,,,,2/21/2014,1976,63,3450,M
1597,000074712,,,,,,,,,,,,,,,,,2/24/2014,1972,60,8265,M
1598,000076532,,,,,,,,,,,,,,,,,4/10/2014,1983,13,4177,M
1599,000076545,,,,,,,,,,,,,,,,,4/10/2014,1990,43,4936,M
1600,000074124,,,,,,,,,,,,,,,,,1/24/2014,1961,19,53622,F
1601,000077682,,,,,,,,,,,,,,,,,5/30/2014,1969,26,3770,M
1602,000076738,,,,,,,,,,,,,,,,,4/17/2014,1971,1,103127,M
1603,000076966,,,,,,,,,,,,,,,,,4/29/2014,1994,30,103045,F
1604,000076967,,,,,,,,,,,,,,,,,4/29/2014,1994,30,103045,M
1605,000076525,,,,,,,,,,,,,,,,,4/10/2014,1974,61,1573,M
1606,000076237,,,,,,,,,,,,,,,,,4/2/2014,1981,21,775,M
1607,000074850,,,,,,,,,,,,,,,,,2/24/2014,1982,60,6244,M
1608,000074425,,,,,,,,,,,,,,,,,2/18/2014,1967,66,6733,M
1609,000077481,,,,,,,,,,,,,,,,,5/21/2014,1988,20,367963,M
1610,000077898,,,,,,,,,,,,,,,,,6/6/2014,1973,0,118214,M
1611,000074570,,,,,,,,,,,,,,,,,2/19/2014,1974,65,5348,M
1612,000073195,2,3,3191222,3000000,4,6,5009111,5000000,2,4,3474556,4000000,2,4,202197619,202210000,12/17/2013,1976,0,597170,M
1613,000074855,,,,,,,,,,,,,,,,,2/24/2014,1985,60,2035,M
1614,000074587,,,,,,,,,,,,,,,,,2/21/2014,1974,87,8670,M
1615,000079002,2,2,71135,0,,,,,,,,,,,,,7/18/2014,1963,0,1299,M
1616,000076363,61,64,105855972,106000000,,,,,,,,,,,,,4/3/2014,1982,0,21779,M
1617,000082477,,,,,,,,,,,,,,,,,11/19/2014,1958,0,642,M
1618,000081187,,,,,,,,,,,,,,,,,10/1/2014,1980,294,700989000,F
1619,000084593,,,,,,,,,,,,,,,,,2/14/2015,1992,0,74139,M
1620,000074848,,,,,,,,,,,,,,,,,2/24/2014,1990,60,8497,M
1621,000082916,15,18,23879000,200031556,12,15,24000000,500000,7,10,15000000,1400036111,1,3,413300000,1400009722,12/9/2014,1956,61,180491,F
1622,000076581,,,,,,,,,,,,,,,,,4/11/2014,1987,42,7671,M
1623,000082618,,,,,,,,,,,,,,,,,11/27/2014,1993,924,215145,F
1624,000081774,50,53,29152752,29200000,38,42,38079481,37864000,67,73,55366130,54976000,58,65,65798093,74820000,10/22/2014,1981,0,4418980,F
1625,000087316,3,5,1175811,5500000,7,7,5279400,0,3,5,1128751,2000000,3,4,1258592,500000,6/19/2015,1984,6,252905,F
1626,000087039,,,,,,,,,,,,,,,,,6/8/2015,1975,0,254859,M
1627,000076017,,,,,,,,,,,,,,,,,4/1/2014,1977,52,1955,M
1628,000082565,,,,,,,,,,,,,,,,,11/25/2014,1991,0,102645,M
1629,000074743,,,,,,,,,,,,,,,,,2/21/2014,1969,63,8165,M
1630,000100203,,,,,,,,,,,,,,,,,10/6/2016,1994,0,5093199,M
1631,000073156,,,,,,,,,,,,,,,,,12/17/2013,1970,27,6931,M
1632,000074408,,,,,,,,,,,,,,,,,2/18/2014,1993,66,1806,M
1633,000077352,,,,,,,,,,,,,,,,,5/16/2014,1992,25,58159,M
1634,000077255,,,,,,,,,,,,,,,,,5/12/2014,1978,29,4969,M
1635,000076022,,,,,,,,,,,,,,,,,4/1/2014,1992,38,51568,M
1636,000077291,,,,,,,,,,,,,,,,,5/14/2014,1974,27,755,M
1637,000076588,,,,,,,,,,,,,,,,,4/11/2014,1991,42,2842,M
1638,000076593,,,,,,,,,,,,,,,,,4/11/2014,1981,42,5514,M
1639,000077272,,,,,,,,,,,,,,,,,5/13/2014,1970,17,5078,M
1640,000078446,,,,,,,,,,,,,,,,,6/30/2014,1946,0,51457,F
1641,000077257,,,,,,,,,,,,,,,,,5/12/2014,1981,29,1665,M
1642,000077348,,,,,,,,,,,,,,,,,5/19/2014,1973,22,61267,M
1643,000078743,2,3,10000000,9998900,1,2,2272377,2300000,1,2,2268185,22270000,3,6,27236628,7257000,7/8/2014,1986,10,31458,M
1644,000078995,6,9,36615834,30000000,4,7,23643611,30000000,4,7,21735088,30000000,4,6,27603332,20000000,7/18/2014,1976,0,10714403,M
1645,000078948,,,,,,,,,,,,,,,,,7/16/2014,1975,0,9405439,M
1646,000074846,,,,,,,,,,,,,,,,,2/24/2014,1965,60,3266,M
1647,000074786,,,,,,,,,,,,,,,,,2/21/2014,1967,63,3660,M
1648,000076571,,,,,,,,,,,,,,,,,4/11/2014,1978,38,7274,M
1649,000074719,,,,,,,,,,,,,,,,,2/20/2014,1961,64,3641,M
1650,000077197,,,,,,,,,,,,,,,,,5/7/2014,1979,34,6669,M
1651,000078429,3,6,53888890,53900000,4,7,52583333,52700000,4,7,1405556,1230000,17,19,74926806,75000000,6/27/2014,1981,0,149548,M
1652,000082573,,,,,,,,,,,,,,,,,11/25/2014,1987,0,6733,F
1653,000074912,,,,,,,,,,,,,,,,,2/25/2014,1987,59,6144,M
1654,000075935,,,,,,,,,,,,,,,,,4/2/2014,1977,69,4755,M
1655,000076763,,,,,,,,,,,,,,,,,4/21/2014,1979,28,7784,M
1656,000087042,,,,,,,,,,,,,,,,,6/8/2015,1952,0,3743,F
1657,000075969,,,,,,,,,,,,,,,,,4/1/2014,1991,52,8253,M
1658,000074620,,,,,,,,,,,,,,,,,2/24/2014,1986,60,2688,M
1659,000084030,28,127,43000000,43719208,16,54,19800000,18931456,,,,,,,,,1/19/2015,1983,15,71341,M
1660,000086830,4,7,60094474,49200000,3,6,40870371,40895000,,,,,,,,,6/3/2015,1978,12,1349539,F
1661,000074940,,,,,,,,,,,,,,,,,2/24/2014,1978,60,8222,M
1662,000077345,,,,,,,,,,,,,,,,,5/19/2014,1987,22,6477,M
1663,000090323,28,34,26210034,28936710,39,58,61247950,111043231,51,70,110366116,114633757,39,56,50952412,99838711,10/13/2015,1992,16,41379033,M
1664,000081901,16,17,10000044,10000000,,,,,,,,,,,,,10/28/2014,1986,0,1095,M
1665,000093824,14,17,91292507,91457000,6,9,93747118,93850000,10,13,93562276,94600000,7,10,100718609,101600000,3/24/2016,1964,4,2188733,F
1666,000093871,58,65,626726754,490000000,13,16,23741590,45000000,23,27,54910236,45960000,14,19,24560485,171975000,3/28/2016,1980,28,152850980,M
1667,000092913,14,22,32400000,35000000,12,16,30000000,25000000,9,15,24950000,30000000,13,17,29935000,25000000,1/27/2016,1974,62,10129620,F
1668,000091588,,,,,,,,,,,,,,,,,12/2/2015,1986,0,154987,F
1669,000087600,9,12,12050000,12083334,10,14,16250000,16235229,9,12,12000000,13038587,9,12,10500000,9550889,6/29/2015,1985,8,139577,M
1670,000092320,,,,,,,,,,,,,,,,,1/4/2016,1992,0,152026,M
1671,000092897,12,17,14300000,14312046,13,19,16350000,16366764,6,8,6700000,6736406,,,,,1/27/2016,1989,62,33421,M
1672,000092899,7,8,10300000,702453,,,,,,,,,,,,,2/4/2016,1992,54,14333,M
1673,000093046,16,22,13950000,14008979,26,32,22650000,22412473,37,42,51700000,51756141,17,22,20500000,27553636,2/4/2016,1981,54,7123981,M
1674,000091698,,,,,,,,,,,,,,,,,12/7/2015,1997,0,102993,M
1675,000090319,34,42,29298880,31608925,38,50,41469000,48721702,25,33,17213083,14624010,7,10,4710000,8062119,10/13/2015,1993,16,77950,F
1676,000091706,1,1,22645,0,4,4,354938,0,,,,,,,,,12/7/2015,1984,0,192120,M
1677,000092649,,,,,,,,,,,,,,,,,1/14/2016,1997,0,51594,M
1678,000094555,48,52,25512400,25151756,39,44,18915500,25490161,27,39,36746642,33277692,34,43,30730867,25376409,4/12/2016,1993,15,6155375,M
1679,000094854,3,9,76000000,57300000,2,6,38000000,47300000,0,6,0,57300000,2,6,100055000,47300000,4/27/2016,1964,47,14337227,M
1680,000092453,,,,,,,,,,,,,,,,,1/7/2016,1975,0,152011,M
1681,000091596,,,,,,,,,,,,,,,,,12/2/2015,1964,0,158039,F
1682,000093969,,,,,,,,,,,,,,,,,3/31/2016,1985,0,105029,M
1683,000092919,14,20,25500000,22660770,7,13,9200000,23098708,16,21,35500000,21978632,15,20,28500000,36018265,2/4/2016,1971,54,10064714,M
1684,000100308,,,,,,,,,,,,,,,,,10/12/2016,1967,0,50325,F
1685,000093111,58,78,26344100,31163722,98,124,55713105,52056712,84,111,41836580,42977056,60,87,27012781,25664050,2/17/2016,1993,9,1000456,M
1686,000100614,,,,,,,,,,,,,,,,,10/25/2016,1990,91,10190979,M
1687,000102294,,,,,,,,,,,,,,,,,12/27/2016,1974,0,376869,M
1688,000098514,1,3,1000000,6000000,15,19,18700000,14250000,7,13,10206600,15655800,2,6,2100000,12483700,8/18/2016,1993,19,16318247,F
1689,000097290,6,10,10400000,13030585,17,23,21500000,18984667,12,17,14850000,14897279,17,22,31850000,31849784,7/20/2016,1982,22,62464,M
1690,000098511,1,3,1000000,7161779,17,23,27500000,21907540,9,14,14000000,15580436,9,14,17500000,23411547,8/18/2016,1967,22,7987122,M
1691,000099028,1,6,900000000,3500081200,13,18,1955245520,1925269586,,,,,,,,,9/5/2016,1960,1,1809,F
1692,000101249,,,,,,,,,,,,,,,,,11/16/2016,1985,0,14359421,F
1693,000099909,0,1,0,50000,6,9,12094895,12101000,13,16,16801760,16811000,17,20,17655621,17800000,9/29/2016,1980,0,208601,M
1694,000102610,,,,,,,,,,,,,,,,,1/11/2017,1991,14,214885,F
1695,000102933,,,,,,,,,,,,,,,,,2/8/2017,1981,0,11406745,M
1696,000104606,,,,,,,,,,,,,,,,,4/13/2017,1991,0,181804,M
1697,000017428,,,,,,,,,,,,,,,,,9/8/2008,1984,426,2315,F
1698,000018803,,,,,,,,,,,,,,,,,7/4/2009,1978,127,21257,M
1699,000019100,,,,,,,,,,,,,,,,,7/4/2009,1979,127,35854,M
1700,000019176,,,,,,,,,,,,,,,,,7/4/2009,1972,127,273589,M
1701,000019470,,,,,,,,,,,,,,,,,7/4/2009,1969,127,289526,M
1702,000019823,,,,,,,,,,,,,,,,,4/16/2009,1976,251,6085,M
1703,000018912,,,,,,,,,,,,,,,,,4/14/2009,1961,237,62187,F
1704,000019064,,,,,,,,,,,,,,,,,4/14/2009,1963,208,25556,M
1705,000019581,,,,,,,,,,,,,,,,,4/14/2009,1959,208,48602,F
1706,000017836,,,,,,,,,,,,,,,,,9/12/2008,1975,422,2785,F
1707,000018166,31,55,195128049,1215151991,42,70,981783064,2544559491,32,70,216313628,599122943,17,41,59326600,389221016,9/17/2008,1975,417,104857645,F
1708,000019568,,,,,,,,,,,,,,,,,10/27/2008,1980,377,887,M
1709,000017692,,,,,,,,,,,,,,,,,9/8/2009,1979,61,359662,M
1710,000018039,,,,,,,,,,,,,,,,,4/14/2009,1963,227,21025,M
1711,000018917,,,,,,,,,,,,,,,,,7/29/2008,1962,467,619799,F
1712,000022344,,,,,,,,,,,,,,,,,8/11/2008,1978,454,664,M
1713,000019435,,,,,,,,,,,,,,,,,12/1/2008,1982,342,46418,F
1714,000018765,,,,,,,,,,,,,,,,,2/26/2009,1985,255,6272,F
1715,000019483,,,,,,,,,,,,,,,,,7/4/2009,1985,127,10720,M
1716,000018191,,,,,,,,,,,,,,,,,10/23/2008,1974,381,471771,M
1717,000018412,,,,,,,,,,,,,,,,,7/2/2009,1964,129,4355,M
1718,000018623,2,3,5216595,5185000,1,1,7,0,,,,,1,2,5715000,5766600,4/9/2008,1979,578,7607,M
1719,000018796,,,,,,,,,,,,,,,,,7/3/2009,1967,128,59102,F
1720,000017378,,,,,,,,,,,,,,,,,12/26/2008,1952,317,48642,M
1721,000021878,,,,,,,,,,,,,,,,,12/10/2008,1962,333,9814,M
1722,000021881,,,,,,,,,,,,,,,,,12/31/2008,1967,312,24608,M
1723,000022363,,,,,,,,,,,,,,,,,10/9/2008,1957,438,20541785,F
1724,000021905,9,16,1356191422,1342794878,2,6,192495000,892047399,1,2,27900000,27909735,,,,,7/29/2008,1976,467,98746,F
1725,000019449,,,,,,,,,,,,,,,,,4/9/2009,1985,213,2602,F
1726,000018018,,,,,,,,,,,,,,,,,9/17/2009,1985,52,112019,M
1727,000019149,,,,,,,,,,,,,,,,,4/2/2009,1970,220,64393,M
1728,000032278,,,,,,,,,,,,,,,,,12/15/2009,1990,13,145708,M
1729,000094855,16,22,19450000,22500000,12,16,21600000,18750000,13,19,22600000,22500000,9,13,18500000,18750000,4/29/2016,1955,45,326418,M
1730,000094929,6,9,24052290,30000000,6,8,24351455,20000000,6,8,25050194,30000000,6,8,26568183,28000000,5/4/2016,1981,0,10764627,M
1731,000035816,,,,,,,,,,,,,,,,,5/7/2010,1983,0,113330,F
1732,000060828,,,,,,,,,,,,,,,,,11/1/2012,1989,328,1582738,M
1733,000039715,,,,,,,,,,,,,,,,,9/6/2010,1989,53,5069,F
1734,000039977,,,,,,,,,,,,,,,,,9/14/2010,1984,17,920,F
1735,000040019,,,,,,,,,,,,,,,,,9/15/2010,1989,76,2751,F
1736,000044365,,,,,,,,,,,,,,,,,2/22/2011,1968,1,110608,M
1737,000045277,,,,,,,,,,,,,,,,,4/7/2011,1983,180,123149,F
1738,000045278,,,,,,,,,,,,,,,,,4/7/2011,1981,82,648345,F
1739,000095419,8,11,4435301,4600000,8,11,9321248,9300000,8,11,21498723,21500000,9,12,25857218,25850000,5/25/2016,1981,0,63182,F
1740,000046740,,,,,,,,,,,,,,,,,6/10/2011,1977,0,104179906,M
1741,000047895,,,,,,,,,,,,,,,,,8/3/2011,1981,611,7108,M
1742,000047882,4,6,20909000,40000000,6,6,20000000,0,,,,,,,,,8/3/2011,1984,1414,63366,M
1743,000048155,,,,,,,,,,,,,,,,,8/17/2011,1991,22,143496,M
1744,000047877,,,,,,,,,,,,,,,,,8/3/2011,1983,162,7480,M
1745,000047894,,,,,,,,,,,,,,,,,8/3/2011,1985,76,4939,F
1746,000048015,,,,,,,,,,,,,,,,,8/10/2011,1979,33,1422240,M
1747,000095751,,,,,,,,,,,,,,,,,6/6/2016,1956,217,3436,F
1748,000048308,5,8,24000000,38753866,16,23,85500000,65160938,10,13,46000000,48158298,8,10,38000000,36129491,8/25/2011,1986,25,737341,F
1749,000048403,,,,,,,,,,,,,,,,,8/30/2011,1972,34,4646,M
1750,000048074,,,,,,,,,,,,,,,,,9/22/2011,1957,0,82421,F
1751,000048942,,,,,,,,,,,,,,,,,9/27/2011,1993,13,5044,F
1752,000049962,,,,,,,,,,,,,,,,,11/10/2011,1991,232,82599,F
1753,000049996,,,,,,,,,,,,,,,,,11/11/2011,1992,228,51833,M
1754,000050778,,,,,,,,,,,,,,,,,12/26/2011,1989,15,51816,F
1755,000018106,,,,,,,,,,,,,,,,,12/26/2011,1987,23,1691,F
1756,000052786,,,,,,,,,,,,,,,,,4/4/2012,1990,93,82288,F
1757,000053493,,,,,,,,,,,,,,,,,4/24/2012,1987,0,485551,F
1758,000053450,,,,,,,,,,,,,,,,,4/20/2012,1962,42,337542,M
1759,000053486,,,,,,,,,,,,,,,,,4/24/2012,1984,51,58167,F
1760,000053482,,,,,,,,,,,,,,,,,4/24/2012,1987,24,7281,F
1761,000055165,,,,,,,,,,,,,,,,,5/31/2012,1987,14,124460,M
1762,000056086,,,,,,,,,,,,,,,,,6/27/2012,1992,20,63050,M
1763,000059813,14,32,581127341,2842489900,31,48,1739246110,4568771111,29,48,2240031487,3856735611,20,31,4807971001,4718018167,9/27/2012,1953,27,56072536,M
1764,000065391,,,,,,,,,,,,,,,,,4/24/2013,1990,0,63146,M
1765,000062346,33,52,62010076,63353288,40,62,134092672,148132588,51,73,109489800,177496701,48,77,186868456,224959098,12/10/2012,1990,11,742978,F
1766,000062606,,,,,,,,,,,,,,,,,12/14/2012,1989,298,51980,M
1767,000065426,,,,,,,,,,,,,,,,,4/24/2013,1991,0,52250,M
1768,000063711,,,,,,,,,,,,,,,,,2/5/2013,1957,88,164469,M
1769,000067380,,,,,,,,,,,,,,,,,6/26/2013,1991,104,62976,M
1770,000067388,,,,,,,,,,,,,,,,,6/26/2013,1993,104,56641,F
1771,000053756,,,,,,,,,,,,,,,,,6/12/2013,1978,215,536522,F
1772,000059274,,,,,,,,,,,,,,,,,6/13/2013,1983,215,73096,M
1773,000067386,,,,,,,,,,,,,,,,,6/26/2013,1992,104,129793,F
1774,000066922,,,,,,,,,,,,,,,,,6/17/2013,1984,16,6984,M
1775,000068060,,,,,,,,,,,,,,,,,7/19/2013,1992,315,52363,F
1776,000068126,,,,,,,,,,,,,,,,,7/23/2013,1993,77,52926,F
1777,000065734,2,2,104735,0,,,,,6,7,9953246,10000000,0,2,0,4000000,5/8/2013,1990,27,4053931,M
1778,000068036,,,,,,,,,,,,,,,,,7/18/2013,1993,316,223319,M
1779,000068067,,,,,,,,,,,,,,,,,7/19/2013,1992,81,51160,M
1780,000070005,,,,,,,,,,,,,,,,,9/20/2013,1989,18,53386,F
1781,000070135,,,,,,,,,,,,,,,,,9/24/2013,1990,14,51990,F
1782,000070205,,,,,,,,,,,,,,,,,9/26/2013,1994,1,1412,F
1783,000069998,,,,,,,,,,,,,,,,,9/20/2013,1991,18,51232,M
1784,000064271,,,,,,,,,,,,,,,,,4/8/2013,1969,0,71977629,M
1785,000065603,,,,,,,,,,,,,,,,,5/3/2013,1976,353,4206,M
1786,000065678,,,,,,,,,,,,,,,,,5/7/2013,1991,9,52187,M
1787,000070519,,,,,,,,,,,,,,,,,10/2/2013,1960,6,52300,M
1788,000074374,,,,,,,,,,,,,,,,,2/18/2014,1991,66,3343,F
1789,000074727,,,,,,,,,,,,,,,,,2/20/2014,1966,64,6185,M
1790,000070147,,,,,,,,,,,,,,,,,9/25/2013,1990,13,52090,F
1791,000070134,,,,,,,,,,,,,,,,,9/24/2013,1992,14,57745,F
1792,000074690,,,,,,,,,,,,,,,,,2/21/2014,1969,63,4665,F
1793,000070006,6,9,27900000,27889484,11,16,46500000,46462878,5,8,20000000,19988412,4,6,15300000,15369054,9/20/2013,1982,963,127383,M
1794,000067940,15,16,34050000,29886192,8,9,13500000,250000000,7,9,26000000,243000000,10,12,21711000,220012083,7/16/2013,1965,0,822972,F
1795,000071303,,,,,,,,,,,,,,,,,10/24/2013,1987,28,6379,M
1796,000076479,,,,,,,,,,,,,,,,,4/8/2014,1965,0,104427,M
1797,000076456,,,,,,,,,,,,,,,,,4/8/2014,1983,34,6234,M
1798,000071169,,,,,,,,,,,,,,,,,10/24/2013,1970,27,4966,M
1799,000073253,1,2,34000000,34000000,,,,,,,,,,,,,1/20/2014,1990,0,98370,M
1800,000071072,,,,,,,,,,,,,,,,,10/23/2013,1968,29,62534,M
1801,000071053,,,,,,,,,,,,,,,,,10/24/2013,1967,27,2503,M
1802,000074924,,,,,,,,,,,,,,,,,2/25/2014,1968,59,1650,M
1803,000070903,,,,,,,,,,,,,,,,,10/23/2013,1956,29,5897,M
1804,000070157,,,,,,,,,,,,,,,,,9/25/2013,1992,13,55331,F
1805,000071098,,,,,,,,,,,,,,,,,10/23/2013,1986,28,3862,F
1806,000074617,,,,,,,,,,,,,,,,,2/20/2014,1966,64,7017,M
1807,000072635,7,10,278708194,269408194,4,4,8359948,0,9,10,109967446,100000000,3,3,5756714,0,12/3/2013,1978,31,7406498,F
1808,000070931,,,,,,,,,,,,,,,,,10/23/2013,1969,28,5190,M
1809,000071341,,,,,,,,,,,,,,,,,10/28/2013,1978,23,53619,M
1810,000074703,,,,,,,,,,,,,,,,,2/24/2014,1962,60,8179,M
1811,000074814,,,,,,,,,,,,,,,,,2/24/2014,1955,60,2181,M
1812,000074968,,,,,,,,,,,,,,,,,2/25/2014,1977,59,7598,M
1813,000075771,,,,,,,,,,,,,,,,,3/18/2014,1963,38,64785,M
1814,000074949,,,,,,,,,,,,,,,,,2/25/2014,1971,59,7717,M
1815,000071246,,,,,,,,,,,,,,,,,10/24/2013,1977,27,1217,M
1816,000073478,,,,,,,,,,,,,,,,,12/27/2013,1954,4,51739,M
1817,000071126,,,,,,,,,,,,,,,,,10/23/2013,1973,28,1782728,M
1818,000071043,,,,,,,,,,,,,,,,,10/23/2013,1963,28,6866,M
1819,000071045,,,,,,,,,,,,,,,,,10/23/2013,1964,29,1927,M
1820,000074932,,,,,,,,,,,,,,,,,2/25/2014,1973,59,3895,M
1821,000071095,,,,,,,,,,,,,,,,,10/23/2013,1986,28,8594,F
1822,000074646,,,,,,,,,,,,,,,,,2/21/2014,1975,63,5271,M
1823,000074740,,,,,,,,,,,,,,,,,2/21/2014,1986,59,7500,M
1824,000074916,,,,,,,,,,,,,,,,,2/25/2014,1978,59,6709,M
1825,000071164,,,,,,,,,,,,,,,,,10/23/2013,1971,28,1024,M
1826,000072104,,,,,,,,,,,,,,,,,11/22/2013,1986,27,4305,M
1827,000076234,,,,,,,,,,,,,,,,,4/2/2014,1976,37,5,M
1828,000071077,,,,,,,,,,,,,,,,,10/23/2013,1963,28,3826,M
1829,000071294,5,8,10500000,10000000,3,3,2400000,0,,,,,,,,,10/24/2013,1974,27,56900,M
1830,000072910,,,,,,,,,,,,,,,,,12/11/2013,1950,5,27505,M
1831,000071039,,,,,,,,,,,,,,,,,10/23/2013,1977,28,7238,M
1832,000070922,,,,,,,,,,,,,,,,,10/22/2013,1960,30,6900,M
1833,000070912,,,,,,,,,,,,,,,,,10/23/2013,1973,28,8148,M
1834,000071016,,,,,,,,,,,,,,,,,10/23/2013,1980,28,63095,M
1835,000070935,,,,,,,,,,,,,,,,,10/23/2013,1979,28,3991,F
1836,000074084,,,,,,,,,,,,,,,,,1/21/2014,1979,0,2297600,F
1837,000071172,,,,,,,,,,,,,,,,,10/23/2013,1950,28,4369,M
1838,000071230,,,,,,,,,,,,,,,,,10/24/2013,1965,27,4960192,M
1839,000071050,,,,,,,,,,,,,,,,,10/24/2013,1963,28,2722,M
