X81,X71,X51,X61,X82,X72,X52,X62,X83,X73,X53,X63,X84,X74,X54,X64,X1,X4,X2,Amount4,Amount3,Amount2,Amount1,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,23025413,23025413,23025413,23025413,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,1,4447,4447,4447,4447,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,21,1,8531,8531,8531,8531,-1
4,11,147737417,147560000,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3580,3580,3580,3580,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,1,6601,6601,6601,6601,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,0,51568,51568,51568,51568,1
29,32,10846433,10600000,45,51,16001317,16381901,31,34,15399684,15300000,29,32,15054151,15000000,29,0,0,325784,271633,171949,552533,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,55770,55770,55770,55770,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,51457,51457,51457,51457,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,63504,63504,63504,63504,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,1,6245,6245,6245,6245,-1
1,2,152080000,152000000,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,64753,64753,64753,64753,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,1,1665,1665,1665,1665,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,0,62518,62518,62518,62518,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,125,0,1395308,1395308,1395308,1395308,1
13,16,11765443,12000000,15,17,8928112,8000000,40,43,10258195,10600000,27,31,14938261,15700000,32,0,0,1128610,1890349,2232154,1304042,1
2,3,10000000,9998900,1,2,2272377,2300000,1,2,2268185,22270000,3,6,27236628,7257000,31,10,0,31458,-19948170,53645,81268,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,0,476042,476042,476042,476042,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,60,1,3266,3266,3266,3266,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,1,5138,5138,5138,5138,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,72932,72932,72932,72932,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,93,0,88345,88345,88345,88345,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,151284,151284,151284,151284,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,1,5432,5432,5432,5432,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,6270,6270,6270,6270,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,60,1,1492,1492,1492,1492,-1
1,2,2300000,1525532,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,83094,83094,83094,83094,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,1,6338,6338,6338,6338,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,1,6702,6702,6702,6702,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,0,205764,205764,205764,205764,1
1,3,2000000,5750000,8,12,16500000,14000000,0,1,0,2750000,0,0,0,0,40,56,0,3919174,3919174,6669174,4169174,1
14,22,40700000,14784374,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0,96694,96694,96694,96694,1
18,21,36000000,36000000,18,21,36000000,36000000,18,21,36000000,36000000,13,15,26000000,26500000,55,28,0,543845,1043845,1043845,1043845,1
1,1,91344,0,7,10,1656005790,1656617560,3,3,417701,0,1,1,195796,0,40,0,0,8,-195788,-613489,-1719,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,64557,64557,64557,64557,1
18,30,15461143959,15463728667,3,4,4001155000,4000000000,14,17,140229319,142000000,7,10,137285184,134000000,63,0,0,338440,-2946744,-1176063,-2331063,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,163443,163443,163443,163443,1
7,10,9875400,15500000,6,8,10077233,5000000,6,10,68764246,130000000,3,3,5254241,0,35,25,0,55288124,50033883,111269637,106192404,1
6,9,40015834,37750000,8,11,40467222,40700000,6,9,40006666,40020000,9,13,41858694,55653000,42,1,0,201796,13996102,14009436,14242214,1
14,22,32400000,35000000,12,16,30000000,25000000,9,15,24950000,30000000,13,17,29935000,25000000,43,62,0,10129620,5194620,10244620,5244620,1
9,15,21100000,18582500,7,11,14100000,14832500,3,10,7000000,19082500,9,13,23000000,14832500,28,62,0,5075888,-3091612,8990888,9723388,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,313097,313097,313097,313097,1
2,2,15100000,0,3,3,23900000,0,2,2,23100000,0,1,1,7500000,0,49,30,0,74083,-7425917,-30525917,-54425917,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,152026,152026,152026,152026,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,527,0,100165,100165,100165,100165,1
18,22,33550000,25151756,17,24,26642000,34920161,23,35,32698000,36548067,27,41,36643901,36574306,24,15,0,7260982,7191387,11041454,19319615,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,1,4620,4620,4620,4620,-1
16,22,13950000,14008979,26,32,22650000,22412473,37,42,51700000,51756141,17,22,20500000,27553636,36,54,0,7123981,14177617,14233758,13996231,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,1,2619,2619,2619,2619,-1
12,18,39829907,39790000,13,18,45274239,45350000,25,31,60118441,60200000,14,21,58531151,60475000,43,0,0,2009582,3953431,4034990,4110751,1
14,20,25500000,22660770,7,13,9200000,23098708,16,21,35500000,21978632,15,20,28500000,36018265,46,54,0,10064714,17582979,4061611,17960319,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,431,1,33336,33336,33336,33336,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,1069931,1069931,1069931,1069931,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,127,0,10485808,10485808,10485808,10485808,1
3,5,6141667,6191667,6,9,17082254,17082254,6,9,17217825,17217825,6,10,18101235,18102198,24,0,0,53023,53986,53986,53986,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,1,31301,31301,31301,31301,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,81,0,3572829,3572829,3572829,3572829,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,81,0,87298,87298,87298,87298,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,8694384,8694384,8694384,8694384,1
0,1,0,1000000,0,0,0,0,1,2,31000000,1031172222,0,0,0,0,48,4,0,1091003,1091003,1001263225,1001263225,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,73496,73496,73496,73496,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3961004,3961004,3961004,3961004,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,106255,106255,106255,106255,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,91,0,591323,591323,591323,591323,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,65004,65004,65004,65004,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,0,4699318,4699318,4699318,4699318,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,0,4201808,4201808,4201808,4201808,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,20041216,20041216,20041216,20041216,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,8177658,8177658,8177658,8177658,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,1106410,1106410,1106410,1106410,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,208,0,525932,525932,525932,525932,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,439,1,4843,4843,4843,4843,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,423,0,120482,120482,120482,120482,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,459,1,32573,32573,32573,32573,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,454,1,664,664,664,664,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,342,0,96090,96090,96090,96090,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,342,1,2158,2158,2158,2158,-1
26,33,2410156600,2405883178,6,9,11500000,11560150,3,4,3006600,3000000,29,30,3112100,5000000,37,170,0,1973255,3861155,3854555,3914705,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,348,1,895,895,895,895,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,402,1,5547,5547,5547,5547,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,396,1,5066,5066,5066,5066,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,342,0,84977,84977,84977,84977,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,625,1,671,671,671,671,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,625,0,2134695,2134695,2134695,2134695,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,127,1,31107,31107,31107,31107,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,121,1,10064,10064,10064,10064,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,121,1,13884,13884,13884,13884,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,79,0,117283,117283,117283,117283,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,127,1,43512,43512,43512,43512,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,381,0,471771,471771,471771,471771,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,129,1,7494,7494,7494,7494,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,342,0,900965,900965,900965,900965,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,398,1,3284,3284,3284,3284,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,1,40523,40523,40523,40523,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,129,1,8517,8517,8517,8517,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,129,1,990,990,990,990,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,128,0,179793,179793,179793,179793,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,342,1,4919,4919,4919,4919,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,438,0,20541785,20541785,20541785,20541785,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,1,8783,8783,8783,8783,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,145708,145708,145708,145708,1
16,22,19450000,22500000,12,16,21600000,18750000,13,19,22600000,22500000,9,13,18500000,18750000,62,45,0,326418,576418,476418,-2373582,1
7,9,21820025,20000000,9,13,27574307,43000000,10,16,131819111,111750000,8,14,83569916,85800000,33,0,0,2442325,4672409,-15396702,28991,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6,0,120568,120568,120568,120568,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,96,1,6823,6823,6823,6823,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,63,0,58306,58306,58306,58306,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,51281,51281,51281,51281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,1,4482,4482,4482,4482,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,1,2588,2588,2588,2588,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,328,0,1582738,1582738,1582738,1582738,1
29,41,43797394,57229184,99,118,177602542,183806423,75,92,85821234,85297476,55,73,57133401,58161775,32,12,0,2111504,3139878,2616120,8820001,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,76,1,2751,2751,2751,2751,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,335837,335837,335837,335837,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,1,13444,13444,13444,13444,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,114,1,2957,2957,2957,2957,-1
1,1,77000000,0,6,9,13661718960,15309643183,0,2,0,2700000000,1,6,10000000,1976254813,47,0,0,356494,1966611307,4666611307,6314535530,1
9,12,7791744,6301000,9,12,13833908,13830000,26,30,38484641,39078000,20,22,25688374,25978000,34,0,0,954219,1243845,1837204,1833296,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,92,0,109718,109718,109718,109718,1
12,17,4292564344,4291699818,6,9,2128278080,3628122326,0,0,0,0,0,2,0,1027995305,52,1,0,315596,1028310901,1028310901,2528155147,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,104179906,104179906,104179906,104179906,1
9,16,40864712,45791375,28,43,65055408,63860698,22,30,55698312,56181228,15,23,40303293,30084191,29,26,0,3870067,-6349035,-5866119,-7060829,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,1,6606,6606,6606,6606,-1
7,9,29213200,29228000,7,10,37723200,37710107,1,2,50000000,50050000,0,0,0,0,31,14,0,36077,36077,86077,72984,1
13,20,58500000,58447901,10,15,42100000,42052080,7,11,28300000,28351216,4,7,18300000,18311861,25,895,0,127895,139756,190972,143052,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,611,1,7108,7108,7108,7108,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,1,8648,8648,8648,8648,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,1,1349,1349,1349,1349,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,108929,108929,108929,108929,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,74619,74619,74619,74619,1
0,1,0,49987503,1,3,100900000,100918014,0,0,0,0,0,0,0,0,35,92,0,66120,66120,66120,84134,1
3,6,12000000,24199700,10,14,40900000,28565643,5,8,21500000,21180173,1,3,1500000,1667763,32,25,0,1886451,2054214,1734387,-10599970,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,84,0,55116,55116,55116,55116,1
2,2,6770000,0,2,2,24280000,0,2,2,8525000,0,1,2,400000,400000,68,0,0,5289196,5289196,-3235804,-27515804,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,1,2906,2906,2906,2906,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,82457,82457,82457,82457,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,232,0,82599,82599,82599,82599,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,232,0,67872,67872,67872,67872,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,1,2808,2808,2808,2808,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,93,0,82288,82288,82288,82288,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,1,5702,5702,5702,5702,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,1,5164,5164,5164,5164,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,100450,100450,100450,100450,1
12,13,18000000,400000,10,10,16300000,0,10,11,21000000,593000,6,6,9000000,0,51,61,0,12975004,3975004,-16431996,-32731996,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,56967,56967,56967,56967,1
3,6,150082500,5750000000,11,19,39952099000,39952999634,1,1,12700000,0,1,5,521441667,1073700805,39,0,0,161470828,713729966,701029966,701930600,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,127,0,80616,80616,80616,80616,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,1,8673,8673,8673,8673,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,149,1,7177,7177,7177,7177,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,52250,52250,52250,52250,1
1,1,544000,0,1,1,100000,0,0,0,0,0,0,0,0,0,72,0,0,391435,391435,391435,291435,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,71423,71423,71423,71423,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,0,78394,78394,78394,78394,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,0,152587,152587,152587,152587,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,0,55919,55919,55919,55919,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,104,0,80510,80510,80510,80510,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,35,0,56581,56581,56581,56581,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,215,0,73096,73096,73096,73096,1
10,46,50154220,50144699,23,93,60000000,62908781,14,58,38169000,37114563,11,32,27661000,27783200,26,4,0,2097245,2219445,1165008,4073789,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,72064,72064,72064,72064,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,311,0,566621,566621,566621,566621,1
21,30,98500000,98557956,21,33,98050000,115273981,38,50,177500000,160172854,4,7,17700000,17750534,27,56,0,118016,168550,-17158596,65385,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,104,0,102454,102454,102454,102454,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,312,0,56812,56812,56812,56812,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,316,0,55971,55971,55971,55971,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,316,0,51549,51549,51549,51549,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,53386,53386,53386,53386,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,126886,126886,126886,126886,1
13,17,58400000,58195716,13,16,47800000,47800212,18,21,79250000,79229695,0,0,0,0,36,60,0,84470,84470,64165,64377,1
9,16,1906625067,1912710000,3,5,706020000,700000000,10,21,2214424755,2479638902,6,10,1056981317,1056800000,47,1243,0,12300,-169017,265045130,259025130,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,312,0,51380,51380,51380,51380,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,7277,7277,7277,7277,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,0,52101,52101,52101,52101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,56667,56667,56667,56667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,232,0,60718,60718,60718,60718,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,63,1,4286,4286,4286,4286,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,63,1,6265,6265,6265,6265,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,355465,355465,355465,355465,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,65,1,1725,1725,1725,1725,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,65410,65410,65410,65410,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,1,6422,6422,6422,6422,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,1,4966,4966,4966,4966,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,5482607,5482607,5482607,5482607,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60,1,7785,7785,7785,7785,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,1,1187,1187,1187,1187,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,69,1,4510,4510,4510,4510,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,1,2975,2975,2975,2975,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,64,1,6204,6204,6204,6204,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,64,1,7017,7017,7017,7017,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,53619,53619,53619,53619,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,60,0,87426,87426,87426,87426,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,38,0,64785,64785,64785,64785,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,42491,42491,42491,42491,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,1,8213,8213,8213,8213,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,1,8727,8727,8727,8727,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66,1,1526,1526,1526,1526,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,1,3996,3996,3996,3996,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,60,1,8222,8222,8222,8222,-1
1,2,6711000,6700000,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,92689,92689,92689,92689,1
2,4,3100000,3100000,3,6,4400000,4400000,1,2,1400000,1400000,0,0,0,0,24,23,0,85161,85161,85161,85161,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,1,1331,1331,1331,1331,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,1,1206,1206,1206,1206,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,1,4873,4873,4873,4873,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,1,5954,5954,5954,5954,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,0,63095,63095,63095,63095,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,28,1,5,5,5,5,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,0,373503,373503,373503,373503,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,1,1559,1559,1559,1559,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,1,1874,1874,1874,1874,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,28,1,2722,2722,2722,2722,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,1,8472,8472,8472,8472,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,1,2027,2027,2027,2027,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,43,1,2535,2535,2535,2535,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29,1,8254,8254,8254,8254,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,1,7675,7675,7675,7675,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,51152,51152,51152,51152,1
19,21,41950000,40000000,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,9825,9825,9825,9825,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,1,6620,6620,6620,6620,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,0,66410,66410,66410,66410,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,1,2978,2978,2978,2978,-1
2,3,3500000,3500000,0,0,0,0,0,0,0,0,0,0,0,0,35,27,0,80,80,80,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,0,58847,58847,58847,58847,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,1,8638,8638,8638,8638,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,0,316588,316588,316588,316588,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,1,2552,2552,2552,2552,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,1,2015,2015,2015,2015,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,27,1,2844,2844,2844,2844,-1
3,4,800000,1000000,1,1,200000,0,0,0,0,0,0,0,0,0,32,28,0,1522,1522,1522,-198478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63,1,43482,43482,43482,43482,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,1,3842,3842,3842,3842,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,1,2216,2216,2216,2216,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,64,1,3927,3927,3927,3927,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,0,10952479,10952479,10952479,10952479,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,313,0,98533,98533,98533,98533,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,1,4663,4663,4663,4663,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,1,1002,1002,1002,1002,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,1,2398,2398,2398,2398,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,1,3965,3965,3965,3965,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,6286,6286,6286,6286,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,65,1,710,710,710,710,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,1,6685,6685,6685,6685,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,1,3449,3449,3449,3449,-1
28,31,55400000,39961068,22,25,42000000,42066345,24,27,47500000,47581362,15,18,29500000,29847861,32,28,0,726791,1074652,1156014,1222359,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,80826,80826,80826,80826,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,1,2736,2736,2736,2736,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,1,2389,2389,2389,2389,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,51200,51200,51200,51200,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,1,4933,4933,4933,4933,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,1,6574,6574,6574,6574,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,1,1406,1406,1406,1406,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,65,1,4296,4296,4296,4296,-1
