X81,X71,X51,X61,X82,X72,X52,X62,X83,X73,X53,X63,X84,X74,X54,X64,X1,X4,X3,X2,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,8692,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,7149,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,3416,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,2455,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,91112,0,1
6,8,4900000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,47,28,53370,0,1
2,4,6000000,6000000,2,3,3750000,3740575,0,0,0,0,0,0,0,0,50,29,11458,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,8014,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,44656,1,-1
4,6,5400000,5500000,0,0,0,0,0,0,0,0,0,0,0,0,49,27,32933,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,751,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,7823,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,18965,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,3050,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,6933,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,7112,1,-1
1,4,414960,46653209,1,1,100000,0,1,1,50000000,0,0,0,0,0,50,16,539389,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,1277086,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,54584,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.50E+01,1096,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.30E+01,2495,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2550109,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5.90E+01,2674,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6.60E+01,859,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,214708,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,696,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,6299,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,219,4658,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,10345882,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,52098,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6.60E+01,6560,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6.40E+01,1749,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6.40E+01,8337,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6.30E+01,5128,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,7037,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6.30E+01,2741,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,35,3627,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.00E+01,103045,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6.00E+01,5880,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,52056,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,57672,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.00E+00,6153,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,6204,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,7013,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6.00E+01,4996,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,35,77468,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,75,1857,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6.30E+01,1446,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,254,296364,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,99,3985,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.60E+01,4307,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,51273,0,1
3,5,9432045,12570000,3,4,9329523,6253856,8,9,6371753,6356378,40,44,34408519,41630000,35,0,7206413,0,1
6,9,20398377,20800000,6,9,19976618,18600000,6,10,109411543,111623000,2,2,2149252,0,44,0.00E+00,567772,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,294,700989000,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,62014,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,7671,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6.40E+01,2746,1,-1
6,8,22203555,14728991,6,12,159494700,162402033,4,7,11629332,9221000,3,6,8990443,8994000,30,0,932545,0,1
4,21,11050000,9699046,9,48,15900000,18404556,2,13,4000000,3295673,6,28,10800000,10064741,29,8,510001,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,254859,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6.00E+01,63799,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,1955,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.00E+00,14221,1,-1
40,43,5922229,7505295,30,32,13003855,11500000,19,20,12017231,12000000,7,8,451000,225,26,0.00E+00,138272,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,51006,0,1
74,78,17560031,18300000,93,97,18337589,17900000,103,107,17848215,18200000,61,65,28032710,28000000,38,0.00E+00,571372,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,2295,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5.60E+01,4835,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,1932,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,8259,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,1175,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,67699,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6.30E+01,3660,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,6669,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,897432,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,53178,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,313,53154,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,108619,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,50976,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,5,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,8253,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.30E+01,6216,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6.00E+01,4150,1,-1
2,4,4000000,4250000,0,1,0,2250000,0,0,0,0,0,0,0,0,24,56,2409885,0,1
1,1,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.50E+02,51726,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6.00E+01,8222,1,-1
14,20,15950000,18146902,13,19,19050000,16894710,6,11,10500000,10945028,3,4,4100000,3712508,42,6.20E+01,55063,0,1
14,17,91292507,91457000,6,9,93747118,93850000,10,13,93562276,94600000,7,10,100718609,101600000,53,4.00E+00,2188733,0,1
3,7,25110600,3465549884,5,10,28437840,421679763,4,8,25243000,2006772339,6,7,529050100,500000000,44,13,11458617,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.00E+00,853491,0,1
12,18,19450000,19508819,15,21,22950000,22944064,8,11,14950000,14983044,0,0,0,0,35,54,37495,0,1
1,1,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1.10E+01,62823,0,1
1,2,3143000,3189000,0,0,0,0,0,0,0,0,0,0,0,0,45,21,108065,0,1
5,6,3000000,3000000,0,0,0,0,1,2,200000,239400,0,0,0,0,26,1,92060,0,1
6,9,25576439,25400000,8,12,27037869,27100000,7,10,26919813,27100000,6,9,31167884,31100000,34,0,210362,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,50857,0,1
4,6,6500000,6020000,4,5,8000000,8000000,3,4,5000000,5000000,0,0,0,0,52,1,564968,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.00E+00,5813,1,-1
3,4,1950000,1000000,3,4,4400000,4500000,0,0,0,0,0,0,0,0,22,0,80241,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1634,1,-1
8,11,106992611,104000000,13,16,353785666,351000000,8,12,134692194,134452342,8,12,122557501,163500000,60,0.00E+00,40966293,0,1
17,23,18300000,17831164,13,19,21200000,21253583,8,11,10400000,10281573,0,0,0,0,54,54,15839,0,1
7,11,26138563,26000000,7,11,27678357,37500000,8,12,59663720,60000000,6,10,85088965,79000000,35,0,4104373,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,8083688,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,152465,0,1
3,9,76000000,57300000,2,6,38000000,47300000,0,6,0,57300000,2,6,100055000,47300000,53,4.70E+01,14337227,0,1
17,23,14300000,14813859,3,4,2700000,2180153,3,4,2000000,2000000,0,0,0,0,27,53,73165,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,50800,0,1
145,164,31155720100,31373952250,211,237,88330881063,88372146874,239,269,37728592136,37458686250,204,224,13366875459,14951707141,38,0,1588644550,0,1
33,42,3090301425,3080882000,83,94,309807753,307626100,41,49,109515137,125275000,43,51,115532688,147510900,48,32,52188541,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6143,1,-1
20,26,13000000,16585295,25,31,24500000,24476329,20,25,19300000,18893839,15,20,20200000,27913510,24,54,13216368,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,82148,0,1
1,3,1000000,6000000,15,19,18700000,14250000,7,13,10206600,15655800,2,6,2100000,12483700,24,19,16318247,0,1
0,1,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6125,0,1
11,15,9650000,10748107,17,23,21500000,22901209,15,20,18600000,16581408,17,22,22000000,25939486,25,22,4331228,0,1
0,1,0,4782988,14,24,14240000,24750829,40,54,36247016,33332812,39,50,42636082,38152806,23,10,7853091,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,62,45521443,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,6637308,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.40E+01,111478,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.40E+01,180266,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.40E+01,1241686,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,4201808,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.00E+00,14242591,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,77855,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,227,2435,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,127,21257,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,127,7413,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,127,35854,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,127,317951,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,425,405210,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,237,62187,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,422,245469,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,230,173376,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1390,7610,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,208,1128,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,342,46418,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,403,891,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,128,10581,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,342,23467,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,127,2887,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,125,786,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,356,5651,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,129,50784,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6.21E+02,5659,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,1412,1,-1
49,60,35504909,42850000,29,36,38979550,33000000,20,33,24800000,115460000,16,24,66117700,59219279,50,6.18E+02,11101850,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,342,11376,1,-1
2,3,5216595,5185000,1,1,7,0,0,0,0,0,1,2,5715000,5766600,38,578,7607,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,19820,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,49,46848,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,19171,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,4987,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,128,59102,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,333,2482,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,443,3908,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.23E+02,2379403,0,1
81,106,410332986,410393377,95,113,217496052,217485000,142,196,536051072,536097157,71,108,72841188,76398621,36,25,3676668,0,1
8,11,38374724,38000000,8,12,37331288,37200000,6,9,36537724,36400000,8,10,8664476,8700000,37,35,103553,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,127,5566,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,5767,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.00E+00,573084,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,163355,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,168210,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,5429,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,260,1546,1,-1
8,11,29000000,28936751,10,14,33100000,33098880,8,12,33300000,33320328,1,2,3200000,3204473,26,66,81357,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9.00E+00,68761,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,108,156908,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,19258,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,82,648345,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,57,2436677,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.00E+00,107514,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,2191,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,118,2004,1,-1
4,6,20909000,40000000,6,6,20000000,0,0,0,0,0,0,0,0,0,33,1414,63366,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,5514,1,-1
53,68,374067800,374000000,38,59,408069000,448800000,31,48,382116800,352100000,12,17,121519800,111000000,42,740,291733,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,143496,0,1
14,18,44603000,30745439,15,20,56050000,56074671,9,14,34850000,34819160,2,5,6400000,7410352,34,51,1061462,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,390194,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,162,7480,1,-1
0,1,0,2027000,3,5,356258058,4153686278,0,0,0,0,0,3,0,3610164195,50,3,1616454,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,51817,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,67,110521,0,1
3,3,15000000,0,0,0,0,0,1,2,23895000,24395000,1,2,32000000,32000000,37,338,472135,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,5044,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,536,85695,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,232,148282,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,629,57563,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,931,103093,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.00E+00,3751899,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.40E+01,8523,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.00E+00,421413,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,34132,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,108694,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6700,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,2456,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,148,7339,1,-1
14,17,22254535,22300000,8,11,46005408,46073000,8,11,77967777,77961000,7,10,91467534,91466000,39,5,27766,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,177898,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,104,131982,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,52991,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1.35E+02,256270,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,338,69385,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,176,1826,1,-1
2,3,2450000,4000000,8,9,6000000,4000000,3,4,1450000,1500000,0,0,0,0,23,1.10E+01,41707,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,302,118165,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,103813,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,129793,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,315,53705,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,50082,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,104,152332,0,1
0,1,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,30,0,103960,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,52926,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2240,1,-1
16,23,79100000,79385786,31,46,140800000,140461337,18,25,78900000,78953857,2,3,6600000,6538017,27,54,86856,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,316,55053,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,62999,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.00E+00,3890,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,102567,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1412,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,77335,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,51232,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,121229,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,52187,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,133,366677,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,52300,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,232,61670,0,1
7,11,18100000,17899625,0,0,0,0,0,0,0,0,0,0,0,0,25,78,269172,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,52090,0,1
15,19,68700000,54753454,10,13,43400000,40281438,0,1,0,976409,1,2,3000000,1371175,28,66,168946,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,57745,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6.30E+01,57087,0,1
35,37,16044972,21000000,31,32,9818536,4500000,40,42,15522484,24000000,10,10,8314603,0,34,0.00E+00,769670,0,1
15,16,34050000,29886192,8,9,13500000,250000000,7,9,26000000,243000000,10,12,21711000,220012083,52,0,822972,0,1
4,6,18000000,12476839,6,8,24000000,18522491,3,5,6300000,11155263,1,1,1000000,0,23,331,4502185,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.60E+01,4591,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,8205,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,4702,1,-1
17,20,27541948,26000000,13,16,27236727,30000000,40,43,26650466,25000000,74,76,17986708,18000000,37,20,1742382,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,5531,1,-1
9,12,15700000,300067667,16,17,28600000,1300000,11,12,19600000,1000000000,8,8,11500000,0,67,2.80E+01,5983582,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,8574,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,4297,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,29,5897,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,27,5108,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,53750,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6.00E+01,6029,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,23,110732,0,1
19,23,28080435,28100000,15,18,20545563,20900000,11,14,20118550,21000000,22,25,20056045,20600000,32,0.00E+00,2224915,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,28,3304,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,51739,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6.60E+01,8779,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,5151,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.00E+01,3198,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,6472,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6.40E+01,8243,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,51594,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,28,152814,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.70E+01,2183,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5.90E+01,3793,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,7273,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,1377,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,1400,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,6923,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,1276,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,7209,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,4890,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,4015,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,6661,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,5663,1,-1
8,11,11500000,9000000,3,5,4000000,6000000,6,8,8400000,5056312,0,0,0,0,38,27,68935,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,59215,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,28,4369,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27,3937,1,-1
1,1,1000000,0,1,1,1000000,0,1,1,500000,0,2,2,2000000,0,47,27,841643,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,1975,1,-1
1,2,3000000,3000000,5,7,5900000,6000000,0,0,0,0,0,0,0,0,43,28,70994,0,1
4,7,11700000,9000000,4,6,6000000,6000000,3,5,5950000,6000000,3,6,9000000,9000000,46,28,141041,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,7527,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,2792,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,5475325,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,3572,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,120926,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,947,1,-1
23,26,24798748,24500000,53,56,20081699,22000000,44,48,26878259,25200000,52,54,18277388,18000000,33,0,167,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,4920,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,11115,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,3887581,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,27,71135,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,1238,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,1244,1,-1
6,9,8000000,8236379,4,6,6055000,6000000,0,2,0,6853540,2,2,7000000,0,53,27,83748,0,1
