X81,X71,X51,X61,X82,X72,X52,X62,X83,X73,X53,X63,X84,X74,X54,X64,X1,X4,X3,X2,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6.30E+01,8165,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,51791,0,1
7,10,23999029,24000000,6,9,23551439,23526000,6,10,319044650,319028000,2,4,1769398,1770000,30,0,200520,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,59941,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6.60E+01,2775,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,4497,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.40E+01,2014,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6.40E+01,8207,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6.60E+01,1806,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,55725,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,946308,0,1
7,10,21187555,21170000,11,14,20756443,20970000,12,15,20331999,20330000,26,28,13549957,13500000,32,0,351684,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,5514,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,22,72541,0,1
31,35,49500000,49500000,19,21,31170000,31160000,22,24,44000000,44000000,18,20,24000000,24000000,31,0,71825,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,51837,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,61267,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,180542,0,1
74,79,26886166,26860000,17,19,13333557,13340000,61,65,19898948,19900000,41,45,25719208,25850000,30,0,127933,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5.90E+01,3950,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3161,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5.90E+01,6144,1,-1
4,13,223620000,237717800,2,8,100000000,74028600,3,13,213584722,335563813,1,6,122000000,15181900,35,7,15752055,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,170,6757,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6.00E+01,2688,1,-1
28,127,43000000,43719208,16,54,19800000,18931456,0,0,0,0,0,0,0,0,34,1.50E+01,71341,0,1
1,3,2000000,5750000,12,16,15000000,14000000,0,0,0,0,1,1,2600000,0,34,56,60804,0,1
4,7,60094474,49200000,3,6,40870371,40895000,0,0,0,0,0,0,0,0,39,12,1349539,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2.80E+01,4483381,0,1
20,23,23850118,23840000,30,33,23209269,23186000,27,29,15522733,15460000,54,56,22437556,23275000,30,0.00E+00,891639,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,56667,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,50700,0,1
26,63,54723804,44489378,5,9,13134724,5333332,1,3,1310232,2666666,0,1,0,1330000,49,17,13548834,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6224,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,117,101502,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.00E+00,1493,1,-1
1,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,34507,0,1
8,14,12000000,21158298,8,14,19000000,19407150,4,10,9000000,17997773,3,8,6000000,26935558,41,54,50480529,0,1
6,9,14952208,14648500,9,12,22827678,18000000,7,10,33744433,29500000,5,8,31153463,31000000,40,0,139218,0,1
5,143,114000000,120363821,6,186,179000000,164247724,11,161,157013200,145060118,9,50,46019800,64783870,34,5,26804283,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.00E+00,151994,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,107638,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.00E+00,1000407,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,26221,1,-1
34,42,29298880,31608925,38,50,41469000,48721702,25,33,17213083,14624010,7,10,4710000,8062119,24,16,77950,0,1
20,26,14950000,16990000,5,6,4600000,2580000,0,0,0,0,0,0,0,0,25,53,7416,0,1
5,10,9500000,8073751,4,9,4000000,13389679,10,12,19650000,6043752,0,0,0,0,52,6.20E+01,26152,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,101850,0,1
11,17,22300000,22582500,11,15,18578386,18582500,9,15,18278928,22582500,10,15,24848096,23582500,27,54,3519911,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,836944381,0,1
6,9,14900000,14900000,0,0,0,0,0,0,0,0,0,0,0,0,25,8,27866,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,7618,1,-1
0,1,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6128,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,27366,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,91,10190979,0,1
7,11,12500000,12631585,10,16,25900000,25892796,9,14,18150000,18147034,9,14,22050000,22088077,33,22,56034,0,1
0,2,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,41,0,45215,0,1
4,6,680789760,700750000,7,8,27800630,8000000,6,9,23741232,24000000,8,13,28421232,36600000,30,0,215804,0,1
1,6,900000000,3500081200,13,18,1955245520,1925269586,0,0,0,0,0,0,0,0,57,1,1809,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,81,48675,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,721940,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.40E+01,133376,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.00E+00,13796234,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,4201808,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2553915,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.00E+00,65441,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,380,110858,0,1
1,2,447000,350000,1,2,3174000,3200000,0,2,0,252000,0,1,0,88000,37,429,329438,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,127,627,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1057,1412,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,208,25556,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,377,887,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,436,944,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,408,44748,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,227,21025,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,424,5070,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,487,11509,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,342,255235,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,6750,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,375,1548,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.55E+02,6272,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,244,19434,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,127,30347,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,127,4806,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,121,104845,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,121,5132,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,129,4355,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,129,4794,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,360,2648,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,128,25933,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,317,48642,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,128,22717,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,313,1004448,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,3980,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,485,208149,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,219,30418,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,219,1006859,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.27E+02,879475,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,7984,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,110,8972,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,214,7109,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,4669,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,5856,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,10675,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,1862,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,2277630,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,180,123149,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,58552,0,1
32,40,97247885,116538329,26,33,160164306,125384789,29,36,175858624,156492531,27,35,113241948,82808763,51,8,11498392,0,1
11,16,20250000,20382939,13,20,29200000,29225500,10,15,12350000,18294491,18,23,34500000,31908370,23,5.30E+01,3400754,0,1
8,12,9400000,12636942,8,8,3100000,0,0,0,0,0,0,0,0,0,30,5.30E+01,21168,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,50,2207,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,203,112690,0,1
37,60,148494741,189954601,30,52,135227067,204190760,38,62,172573113,230675139,26,44,96723248,202392466,30,29,193104081,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,552,923316,0,1
7,9,16400000,17430795,0,0,0,0,0,0,0,0,1,1,2100000,0,41,22,114235,0,1
1,2,1490000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,62,142,4681,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,146,176374,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,596761,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,249,149776,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,148565,0,1
7,10,34163570,34270000,7,10,34818445,34660000,7,10,36484299,36534000,7,11,36705394,50783000,31,0,592381,0,1
0,7,0,4180002758,0,6,0,4830004119,0,9,0,5280046334,0,5,0,3910000167,51,0,104364,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3182,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,228,51833,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,105,7751,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,52471,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.00E+00,485551,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5.10E+01,58167,0,1
11,14,18795515,7115700,2,4,4000000,157000000,0,2,0,2376000000,0,0,0,0,35,0.00E+00,39305,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,53941,0,1
7,11,11000000,11000000,5,9,12000000,12000000,4,6,6000000,6000000,3,5,5000000,5030000,37,28,45019,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,4043,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,92,3025,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,87378,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,52292,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,6984,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,315,52363,0,1
2,4,5900000,5824240,3,6,4550000,9574362,7,11,26900000,21942502,1,2,4000000,3956367,28,69,90630,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,613135,0,1
9,12,21300000,21321421,4,5,11900000,11890088,0,0,0,0,0,0,0,0,25,82,97303,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,52091,0,1
6,7,27000000,29745677,11,16,36500000,42216095,4,5,18400000,9239401,0,0,0,0,26,64,79950,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,103653,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,309,51886,0,1
9,14,51142567,50143200,6,10,9550500,22351620,0,3,0,27618632,4,4,6000000,0,65,776,61445,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,95,107542,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,217119,0,1
17,24,1498660798,1497466667,7,10,422759622,422270000,1,4,6300000,306200000,1,2,13662000,13800000,53,854,210735,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,257584,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,51995,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,54330,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,68520,0,1
5,8,8950000,9000000,2,5,6000000,9000000,0,0,0,0,0,0,0,0,22,0,3001741,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,51278,0,1
3,4,11017809,10000000,2,2,3860799,0,0,0,0,0,0,0,0,0,33,0.00E+00,167,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,5098,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,5299,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6.00E+01,1242,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9.20E+01,3694804,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,67347,0,1
2,3,5050000,130000000,6,6,35022000,0,2,2,4000000,0,0,0,0,0,53,28,255598356,0,1
0,1,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,59,1195,201243,0,1
10,13,8970000,9000000,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2345,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,3175,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,52110,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20,8427,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,172920,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9.00E+01,154736,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,63,7400,1,-1
6,8,8800000,8201758,0,0,0,0,0,0,0,0,0,0,0,0,32,46,320081,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6.40E+01,1149,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,7174,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,8430,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,1129,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,51836,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,137,686,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,774,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,2988,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,3862,1,-1
1,3,850000,1022052,2,5,2600000,4223197,3,4,7200000,5329805,0,0,0,0,49,214,72354,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6.40E+01,898,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,5713,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6.00E+01,8179,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.40E+01,351,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,2077,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,7866,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.30E+01,1621,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.30E+01,5271,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4.60E+01,7888,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,4335,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,7693,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6.60E+01,6991,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,26,794,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,27505,1,-1
1,1,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,86,0,1
8,10,8300000,3300000,8,10,12300000,16100000,18,22,27200000,22000000,2,2,500000,0,63,28,115447,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,3805,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,5646,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,5259,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,28,125,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,30,6900,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,98090,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,96129,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,5941,1,-1
8,11,13500000,13353000,9,13,18000000,17994000,10,13,20000000,20378000,5,8,9800000,19577000,42,28,10227628,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,7894,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,5685,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,71950,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,28,140131,0,1
